animation,animcmd
special_air_lw_start_l_no_shield,game_specialairlwstartlnoshield
special_air_lw_start_miss,game_specialairlwstartmiss
special_air_lw_start_r,game_specialairlwstartr
special_air_lw_start_r_no_shield,game_specialairlwstartrnoshield
special_air_lw_step,game_specialairlwstep
special_air_lw_step_b,game_specialairlwstepb
special_air_lw_step_f,game_specialairlwstepf
special_air_lw_success_l,game_specialairlwsuccessl
special_air_lw_success_r,game_specialairlwsuccessr
special_air_lw_turn,game_specialairlwturn
special_air_lw_wall,game_specialairlwwall
special_air_lw_water,game_specialairlw2
special_air_lw1,game_specialairlw1
special_air_lw1_end,game_specialairlw1end
special_air_lw1_end_l,game_specialairlw1end
special_air_lw1_hit,game_specialairlw1hit
special_air_lw1_hit_l,game_specialairlw1hit
special_air_lw1_loop,game_specialairlw1loop
special_air_lw1_loop_l,game_specialairlw1loop
special_air_lw1_start,game_specialairlw1start
special_air_lw1_start_l,game_specialairlw1start
special_air_lw10,game_specialairlw10
special_air_lw10_end,game_specialairlw10end
special_air_lw10_start,game_specialairlw10start
special_air_lw11,game_specialairlw11
special_air_lw12,game_specialairlw12
special_air_lw13,game_specialairlw13
special_air_lw14,game_specialairlw14
special_air_lw15,game_specialairlw15
special_air_lw15_common,game_specialairlw15common
special_air_lw15_negative,game_specialairlw15negative
special_air_lw15_negative2,game_specialairlw15negative2
special_air_lw15_negative3,game_
special_air_lw15_positive,game_specialairlw15positive
special_air_lw16_start,game_specialairlw16start
special_air_lw17,game_specialairlw17
special_air_lw18,game_specialairlw18
special_air_lw19,game_specialairlw19
special_air_lw2,game_specialairlw2
special_air_lw2_auto_attack,game_specialairlw2autoattack
special_air_lw2_kick,game_specialairlw2kick
special_air_lw2_start,game_specialairlw2start
special_air_lw20,game_specialairlw20
special_air_lw21,game_specialairlw21
special_air_lw3,game_specialairlw3
special_air_lw3_catch,game_specialairlw3catch
special_air_lw3_end,game_specialairlw3end
special_air_lw3_end_air,game_specialairlw3endair
special_air_lw3_hit,game_specialairlw3hit
special_air_lw3_hold,game_specialairlw3hold
special_air_lw3_start,game_specialairlw3start
special_air_lw3_throw,game_specialairlw3throw
special_air_lw4,game_specialairlw4
special_air_lw5,game_specialairlw5
special_air_lw6,game_specialairlw6
special_air_lw7,game_specialairlw7
special_air_lw8,game_specialairlw8
special_air_lw9,game_specialairlw9
special_air_n,game_specialairnfire
special_air_n,game_specialairn
special_air_n,game_specialairn1
special_air_n_1,game_specialairn1
special_air_n_2,game_specialairn2
special_air_n_3,game_specialairn3
special_air_n_barrage,game_specialairnrandom
special_air_n_barrage_end,game_specialairnrandomend
special_air_n_barrage_lw,game_specialairndown
special_air_n_barrage_lw_end,game_specialairndownend
special_air_n_barrage_lw_start,game_specialairndownstart
special_air_n_barrage_shoot,game_specialairnshoot
special_air_n_barrage_start,game_specialairnrandomstart
special_air_n_bite,game_specialairnbite
special_air_n_bite_end,game_specialairnbiteend
special_air_n_bite_start,game_specialairnbitestart
special_air_n_blank,game_specialairnblank
special_air_n_blow,game_specialairnblow
special_air_n_bomb,game_specialairnbomb
special_air_n_buster,game_specialairnbuster
special_air_n_c,game_specialairncancel
special_air_n_cancel,game_specialairncancel
special_air_n_charge,game_specialairncharge
special_air_n_charge_f,game_specialairnchargef
special_air_n_charge_h,game_specialairnchargeh
special_air_n_charge_start,game_specialairnchargestart
special_air_n_danger,game_specialairndanger
special_air_n_dash,game_specialairndash
special_air_n_dash_turn,game_specialairndashturn
special_air_n_e,game_specialairnend
special_air_n_eat,game_specialairneat
special_air_n_empty,game_specialairn
special_air_n_empty,game_specialairnempty
special_air_n_end,game_specialairnend
special_air_n_end_1,game_specialairnend1
special_air_n_end_2,game_specialairnend2
special_air_n_end_f,game_specialairnendf
special_air_n_end_h,game_specialairnendh
special_air_n_end_hi,game_specialairnendhi
special_air_n_end_lw,game_specialairnendlw
special_air_n_end_max,game_specialairnendmax
special_air_n_end_max_hi,game_specialairnendmaxhi
special_air_n_end_max_lw,game_specialairnendmaxlw
special_air_n_end_mdl,game_specialairnendmdl
special_air_n_end_r,game_specialairnendr
special_air_n_end2,game_specialairnend2
special_air_n_end3,game_specialairnend3
special_air_n_escape_b,game_specialairnescapeb
special_air_n_escape_f,game_specialairnescapef
special_air_n_f,game_specialairnfire
special_air_n_f_max,game_specialairnfiremax
special_air_n_failure,game_specialairnfailure
special_air_n_fire,game_specialairnfire
special_air_n_fire_d,game_specialairnfired
special_air_n_fire_f,game_specialairnfiref
special_air_n_fire_h,game_specialairnfireh
special_air_n_fire_hi,game_specialairnfirehi
special_air_n_fire_n,game_specialairnfiren
special_air_n_fire_s,game_specialairnfires
special_air_n_fire_u,game_specialairnfireu
special_air_n_food,game_specialairnfood
special_air_n_h,game_specialairnhold
special_air_n_hand,game_specialairnhand
special_air_n_hi_to_s,game_specialairnhitos
special_air_n_hit,game_specialairnhit
special_air_n_hit_end,game_specialairnhitend
special_air_n_hold,game_specialairnhold
special_air_n_hold_hi,game_specialairnholdhi
special_air_n_hold_max,game_specialairnholdmax
special_air_n_hold_s,game_specialairnholds
special_air_n_jump,game_specialairnjump
special_air_n_jump_aerial,game_specialairnjumpaerial
special_air_n_jump_c,game_specialairnjumpcancel
special_air_n_jump_cancel,game_specialairnjumpcancel
special_air_n_large,game_specialairnlarge
special_air_n_lb,game_specialairn_lb
special_air_n_loop,game_specialairnloop
special_air_n_loop_f,game_specialairnloopf
special_air_n_loop_h,game_specialairnlooph
special_air_n_max,game_specialairnmax
special_air_n_max_dash,game_specialairnmaxdash
special_air_n_max_dash_end,game_specialairnmaxdashend
special_air_n_max_dash_turn,game_specialairnmaxdashturn
special_air_n_max_shot,game_specialairnmaxshot
special_air_n_open,game_specialairnopen
special_air_n_open_wait,game_specialairnopenwait
special_air_n_return,game_specialairnreturn
special_air_n_s,game_specialairnstart
special_air_n_s_to_hi,game_specialairnstohi
special_air_n_s_to_s,game_specialairnstos
special_air_n_shield,game_specialairnshield
special_air_n_shoot,game_specialairnshoot
special_air_n_shoot_b,game_specialairnshootb
special_air_n_shoot_end,game_specialairnend
special_air_n_shoot_f,game_specialairnshootf
special_air_n_shoot_fire,game_specialairnfire2
special_air_n_shoot_h,game_specialairnshooth
special_air_n_shoot_max,game_specialairnshootmax
special_air_n_shoot_start,game_specialairnstart
special_air_n_shoot_thunder,game_specialairnshoot
special_air_n_shoot_turn,game_specialairnturn
special_air_n_shot,game_specialairnshot
special_air_n_shot_object_spit,game_specialairnshotobjectspit
special_air_n_shot_object_swallow,game_specialairnshotobjectswallow
special_air_n_smash,game_specialairnsmash
special_air_n_speed,game_specialairnspeed
special_air_n_spit,game_specialairnspit
special_air_n_spit_b,game_specialairnspitb
special_air_n_spit_f,game_specialairnspitf
special_air_n_spit_hi,game_specialairnspithi
special_air_n_start,game_specialairnstart
special_air_n_start,game_specialairn
special_air_n_start_f,game_specialairnstartf
special_air_n_start_h,game_specialairnstarth
special_air_n_start_r,game_specialairnstartr
special_air_n_suction,game_specialairnsuction
special_air_n_swallow,game_specialairnswallow
special_air_n_swallow_wait,game_specialairnswallowwait
special_air_n_take,game_specialairntake
special_air_n_throw_fail,game_specialairnthrowfail
special_air_n_throw_hi,game_specialairnthrowhi
special_air_n_throw_lw,game_specialairnthrowlw
special_air_n_throw_m,game_specialairnthrowm
special_air_n_tron_end,game_specialairntronend
special_air_n_tron_hold,game_specialairntronhold
special_air_n_tron_start,game_specialairntronstart
special_air_n_turn,game_specialairnturn
special_air_n_turn_empty,game_specialairnturnempty
special_air_n_use,game_specialairnuse
special_air_n_use_2,game_specialairnuse2
special_air_n_wait,game_specialairnwait
special_air_n1,game_specialairn1
special_air_n1_cancel,game_specialairn1cancel
special_air_n1_fire,game_specialairn1fire
special_air_n1_fire_max,game_specialairn1firemax
special_air_n1_hold,game_specialairn1hold
special_air_n1_jump_cancel,game_specialairn1jumpcancel
special_air_n1_start,game_specialairn1start
special_air_n2,game_specialairn2
special_air_n2,game_specialairn1_ex
special_air_n2_2,game_specialairn2_ex
special_air_n2_3,game_specialairn3_ex
special_air_n2_end,game_specialairn2end
special_air_n2_escape_b,game_specialairnescapeb_ex
special_air_n2_escape_f,game_specialairnescapef_ex
special_air_n2_finish,game_specialairn2finish
special_air_n2_finish_miss,game_specialairn2finishmiss
special_air_n2_loop,game_specialairn2loop
special_air_n2_miss,game_specialairn2miss
special_air_n2_start,game_specialairn2start
special_air_n3,game_specialairn3
special_air_n3_end,game_specialairn3end
special_air_n3_end_max,game_specialairn3endmax
special_air_n3_end_max_turn,game_specialairn3endmaxturn
special_air_n3_end_turn,game_specialairn3endturn
special_air_n3_loop,game_specialairn3loop
special_air_n3_start,game_specialairn3start
special_air_n3_turn,game_specialairn3turn
special_air_s,game_specialairsstart
special_air_s,game_specialairs
special_air_s,game_specials
special_air_s_1,game_specialairs1
special_air_s_1_l,game_specialairs1
special_air_s_2,game_specialairs2
special_air_s_2_l,game_specialairs2
special_air_s_3,game_specialairs3
special_air_s_3_l,game_specialairs3
special_air_s_4,game_specialairs4
special_air_s_4_l,game_specialairs4
special_air_s_5,game_specialairs5
special_air_s_5_l,game_specialairs5
special_air_s_6,game_specialairs6
special_air_s_6_l,game_specialairs6
special_air_s_7,game_specialairs7
special_air_s_7_l,game_specialairs7
special_air_s_8,game_specialairs8
special_air_s_8_l,game_specialairs8
special_air_s_9,game_specialairs9
special_air_s_9_l,game_specialairs9
special_air_s_attack,game_specialairsattack
special_air_s_attack_b,game_specialairsattackb
special_air_s_attack_f,game_specialairsattackf
special_air_s_away,game_specialairsaway
special_air_s_blow,game_specialairsblow
special_air_s_blown,game_specialairsblown
special_air_s_bump,game_specialairsbump
special_air_s_cancel,game_specialairscancel
special_air_s_catch,game_specialairscatch
special_air_s_catch_wait,game_specialairscatchwait
special_air_s_charge,game_specialairscharge
special_air_s_cut,game_specialairscut
special_air_s_d,game_specialairsd
special_air_s_d_hit,game_specialairsdhit
special_air_s_d_landing,game_specialairsdlanding
special_air_s_d_wall_end,game_specialairsdwallend
special_air_s_dash,game_specialairsdash
special_air_s_down,game_specialairsdown
special_air_s_drag_jump,game_specialairsdragjump
special_air_s_end,game_specialairsend
special_air_s_end_b,game_specialairsendb
special_air_s_end_f,game_specialairsendf
special_air_s_end_loop,game_specialairsendloop
special_air_s_end_start,game_specialairsendstart
special_air_s_fail,game_specialairsfail
special_air_s_failure,game_specialairsfailure
special_air_s_fall,game_specialairsfall
special_air_s_fall_jump,game_specialairsfalljump
special_air_s_finish,game_specialairsfinish
special_air_s_fire,game_specialairsfire
special_air_s_front,game_specialairsf
special_air_s_front_dash,game_specialairsfdash
special_air_s_get,game_specialairsget
special_air_s_hit,game_specialairshit
special_air_s_hit_reel,game_specialairshitreel
special_air_s_hold,game_specialairshold
special_air_s_hook,game_specialairshook
special_air_s_item,game_specialairsitem
special_air_s_jump,game_specialairsjump
special_air_s_jump_cancel,game_specialairsjumpcancel
special_air_s_jump_end,game_specialairsjumpend
special_air_s_kick,game_specialairskick
special_air_s_lariat,game_specialairslariat
special_air_s_loop,game_specialairsloop
special_air_s_max,game_specialairsmax
special_air_s_miss,game_specialairsmiss
special_air_s_miss_end,game_specialairsmissend
special_air_s_operation,game_specialairsoperation
special_air_s_over_turn_start,0x1d4ab28a70
special_air_s_reel,game_specialairsreel
special_air_s_reel_hi,game_
special_air_s_reel_lw,game_
special_air_s_return,game_specialairsreturn
special_air_s_ride,game_specialairsride
special_air_s_ride_loop,game_specialairsrideloop
special_air_s_run,game_specialairsrun
special_air_s_s,game_specialairss
special_air_s_search,game_specialairssearch
special_air_s_shoot,game_specialairsshoot
special_air_s_shoulder,game_specialairsshoulder
special_air_s_spin,game_specialairsspin
special_air_s_squat,game_specialairssquat
special_air_s_start,game_specialairsstart
special_air_s_start_empty,game_specialairsstartempty
special_air_s_stop_wall,game_specialairsstopwall
special_air_s_throw,game_specialairsthrow
special_air_s_throw,game_specials
special_air_s_throw_b,game_specialairsthrowb
special_air_s_throw_f,game_specialairsthrowf
special_air_s_throw_hi,game_specialairsthrowhi
special_air_s_throw_lw,game_specialairsthrowlw
special_air_s_u,game_specialairsu
special_air_s_u_wall_end,game_specialairsuwallend
special_air_s_walk,game_specialairswalk
special_air_s_walk_empty,game_specialairswalkempty
special_air_s_wall,game_specialairswall
special_air_s_wall_clash,game_specialairswallclash
special_air_s_weak,game_specialairsweak
special_air_s1,game_specialairs1
special_air_s1_blank,game_specialairs1blank
special_air_s1_end,game_specialairs1end
special_air_s1_lb,game_specialairs1_lb
special_air_s1_start,game_specialairs1start
special_air_s2,game_specialairs2
special_air_s2_attack,game_specialairs2attack
special_air_s2_dash,game_specialairs2dash
special_air_s2_end,game_specialairs2end
special_air_s2_hi,game_specialairs2hi
special_air_s2_hold,game_specialairs2hold
special_air_s2_lb,game_specialairs2_lb
special_air_s2_loop,game_specialairs2loop
special_air_s2_lw,game_specialairs2lw
special_air_s2_nana,game_specialairs2nana
special_air_s2_start,game_specialairs2start
special_air_s3,game_specialairs3
special_air_s3_1,game_specialairs31
special_air_s3_1,game_specialairs3_1
special_air_s3_1_hi,game_specialairs3_1hi
special_air_s3_1_lw,game_specialairs3_1lw
special_air_s3_2,game_specialairs32
special_air_s3_catch,game_specialairs3catch
special_air_s3_dash,game_specialairs3dash
special_air_s3_fall,game_specialairs3fall
special_air_s3_hi,game_specialairs3hi
special_air_s3_landing,game_specialairs3landing
special_air_s3_lb,game_specialairs3_lb
special_air_s3_lw,game_specialairs3lw
special_air_s3_s,game_specialairs3s
special_air_s32,game_specialairs32
special_air_s4_hi,game_specialairs4hi
special_air_s4_lw,game_specialairs4lw
special_air_s4_s,game_specialairs4s
special_b_attack,game_specialsbattack
special_b_attack_w,game_specialsbattackw
special_b_landing,game_specialsbend
special_b_start,game_specialsbstart
special_f_attack,game_specialsfattack
special_f_end,game_specialsfend
special_f_start,game_specialsfstart
special_hi,game_specialhi
special_hi,game_specialhi1
special_hi,game_specialhistart
special_hi_1,game_specialhi1
special_hi_2,game_specialhi2
special_hi_3,game_specialhi3
special_hi_4,game_specialhi4
special_hi_add,game_specialhiadd
special_hi_air_end,game_specialhiairend
special_hi_air_end_b,game_specialhiairendb
special_hi_air_end_f,game_specialhiairendf
special_hi_attack_landing,game_specialhiattacklanding
special_hi_b,game_specialhib
special_hi_bound,game_specialhibound
special_hi_catch,game_specialhicatch
special_hi_charge,game_specialhicharge
special_hi_charge_b,game_specialhichargeb
special_hi_charge_f,game_specialhichargef
special_hi_close,game_specialhiclose
special_hi_command,game_specialhicommand
special_hi_cut,game_specialhicut
special_hi_damage_end,game_specialhidamageend
special_hi_down_bound_d,game_specialhidownboundd
special_hi_down_bound_u,game_specialhidownboundu
special_hi_drop,game_specialhidrop
special_hi_empty,game_specialhiempty
special_hi_end,game_specialhiend
special_hi_f,game_specialhif
special_hi_fail,game_specialhifailure
special_hi_fail,game_specialhifail
special_hi_failure,game_specialhifailure
special_hi_fall,game_specialhifall
special_hi_fall_b,game_specialhifallb
special_hi_fall_f,game_specialhifallf
special_hi_get,game_specialhiitem
special_hi_hit,game_specialhihit
special_hi_hit_pose,game_specialhihitpose
special_hi_hold,game_specialhihold
special_hi_hold_air,game_specialhiholdair
special_hi_jr_attack,game_specialhijrattack
special_hi_jr_damage,game_specialhijrdamage
special_hi_jr_escape,game_specialhijrescape
special_hi_jr_fall,game_specialhijrfall
special_hi_jr_rise,game_specialhijrrise
special_hi_jump,game_specialhijump
special_hi_l,game_specialhi
special_hi_landing,game_specialhilanding
special_hi_landing_f,game_specialhilandingf
special_hi_landing_fall,game_specialhilandingfall
special_hi_landing_l,game_specialhilandingl
special_hi_landing_l,game_specialhilanding
special_hi_landing_lw,game_specialhilandinglw
special_hi_landing_r,game_specialhilandingr
special_hi_landing_r,game_specialhilanding
special_hi_lb,game_specialhi_lb
special_hi_long,game_specialhilong
special_hi_long_end,game_specialhilongend
special_hi_loop,game_specialhiloop
special_hi_move,game_specialhimove
special_hi_open,game_specialhiopen
special_hi_pull,game_specialhipull
special_hi_pull_2,game_specialhipull2
special_hi_r,game_specialhi
special_hi_r,game_specialhir
special_hi_rise,game_specialhirise
special_hi_short,game_specialhishort
special_hi_short_end,game_specialhishortend
special_hi_squat,game_specialhisquat
special_hi_start,game_specialhistart
special_hi_start_l,game_specialhistartl
special_hi_start_l,game_specialhistart
special_hi_start_nana,game_specialhistartnana
special_hi_start_r,game_specialhistartr
special_hi_start_r,game_specialhistart
special_hi_throw,game_specialhithrow
special_hi_throw_nana,game_specialhithrownana
special_hi_throw2,game_specialhithrow2
special_hi_throw2_cancel,game_specialhithrow2cancel
special_hi_throw2_nana,game_specialhithrow2nana
special_hi_wall_damage,game_specialhiwalldamage
special_hi1,game_specialhi1
special_hi1_4,game_specialhi14
special_hi1_end,game_specialhi1end
special_hi1_start,game_specialhi1start
special_hi2,game_specialhi2
special_hi2,game_specialhistart
special_hi2_b,game_specialairhib
special_hi2_bound,game_specialhi2bound
special_hi2_end,game_specialhi2end
special_hi2_end_b,game_specialairhiendb
special_hi2_end_f,game_specialairhiendf
special_hi2_f,game_specialairhif
special_hi2_fall,game_specialhi2fall
special_hi2_hold,game_specialhi2hold
special_hi2_hold_air,game_specialhi2holdair
special_hi2_landing,game_specialhi2landing
special_hi2_squat,game_specialhi2squat
special_hi3,game_specialhi3
special_hi3_b,game_specialhi3b
special_hi3_f,game_specialhi3f
special_hi3_hold,game_specialhi3hold
special_hi3_start,game_specialhi3start
special_hi4,game_specialhi4
special_ink_charge,game_specialinkcharge
special_ink_charge_end,game_specialinkchargeend
special_ink_charge_start,game_specialinkchargestart
special_lw,game_speciallw
special_lw,game_specialairlwrise
special_lw,game_speciallws
special_lw_attack,game_specialairlw
special_lw_attack,game_speciallwattack
special_lw_attack_l,game_speciallwattack
special_lw_attack_landing,game_speciallwattacklanding
special_lw_attack_r,game_speciallwattack
special_lw_attack_return,game_speciallwattackreturn
special_lw_b,game_speciallwb
special_lw_batwithin,game_speciallwbatwithin
special_lw_bite,game_speciallwbite
special_lw_blank,game_speciallwblank
special_lw_blast,game_speciallwblast
special_lw_bound,game_speciallwbound
special_lw_break_l,game_speciallwbreakl
special_lw_break_r,game_speciallwbreakr
special_lw_cancel,game_speciallwcancel
special_lw_capture,game_speciallwcapture
special_lw_catch,game_speciallwcatch
special_lw_charge,game_speciallwcharge
special_lw_counter,game_speciallwcounter
special_lw_damage,game_speciallwdamage
special_lw_deforest,game_speciallw3
special_lw_deforest_hit,game_speciallw3hit
special_lw_empty,game_speciallwempty
special_lw_end,game_speciallwend
special_lw_end_air,game_speciallwendair
special_lw_end_l,game_speciallwend
special_lw_end_l,game_speciallwendl
special_lw_end_l_no_shield,game_speciallwendlnoshield
special_lw_end_r,game_speciallwendr
special_lw_enemy,game_speciallwenemy
special_lw_f,game_speciallwf
special_lw_fail,game_speciallwfail
special_lw_failure,game_speciallwfailure
special_lw_failure_l,game_speciallwfailurel
special_lw_failure_r,game_speciallwfailurer
special_lw_fall,game_speciallwfall
special_lw_fall_b,game_speciallwfallb
special_lw_fall_end,game_speciallwfallend
special_lw_fall_f,game_speciallwfallf
special_lw_finish,game_speciallwfinish
special_lw_fire,game_speciallwfire
special_lw_fly_r,game_speciallwflyr
special_lw_ground,game_speciallwground
special_lw_heavy,game_speciallwheavy
special_lw_hit,game_speciallwhit
special_lw_hit_l,game_speciallwhit
special_lw_hit_turn,game_speciallwhitturn
special_lw_hold,game_speciallwhold
special_lw_hold_max,game_speciallwholdmax
special_lw_hold_no_shield,game_speciallwholdnoshield
special_lw_in,game_speciallwin
special_lw_jump,game_speciallwjump
special_lw_jump_squat,game_speciallwjumpsquat
special_lw_kick_landing,game_speciallwkicklanding
special_lw_l,game_speciallw
special_lw_l,game_speciallwl
special_lw_land,game_speciallwlanding
special_lw_landing,game_speciallwlanding
special_lw_landing,game_speciallwend
special_lw_landing_1,game_speciallwlanding1
special_lw_landing_2,game_speciallwlanding2
special_lw_landing_fly_r,game_speciallwlandingflyr
special_lw_landing_lr,game_speciallwlandinglr
special_lw_light,game_speciallwlight
special_lw_loop,game_speciallwloop
special_lw_loop_l,game_speciallwloop
special_lw_lr,game_speciallwlr
special_lw_max,game_speciallwmax
special_lw_middle,game_speciallwmiddle
special_lw_min,game_speciallwmin
special_lw_miss,game_speciallwmiss
special_lw_mr,game_speciallwmr
special_lw_out,game_speciallwout
special_lw_plant,game_speciallw1
special_lw_plant_failure,game_speciallw1failure
special_lw_r,game_speciallw
special_lw_r,game_speciallwr
special_lw_reflect,game_speciallwreflect
special_lw_reflector,game_speciallwreflector
special_lw_return,game_speciallwreturn
special_lw_return_landing,game_speciallwreturnlanding
special_lw_select,game_speciallwselect
special_lw_select2,game_speciallwselect2
special_lw_set,game_speciallwset
special_lw_shoot,game_speciallwshoot
special_lw_split,game_speciallwsplit
special_lw_squat_blast,game_speciallwsquatblast
special_lw_squat_ground,game_speciallwsquatground
special_lw_squat_start,game_speciallwsquatstart
special_lw_sr,game_speciallwsr
special_lw_stab,game_speciallwstab
special_lw_start,game_speciallwstart
special_lw_start_l,game_speciallwstart
special_lw_start_l,game_speciallwstartl
special_lw_start_l_no_shield,game_speciallwstartlnoshield
special_lw_start_miss,game_speciallwstartmiss
special_lw_start_r,game_speciallwstartr
special_lw_start_r_no_shield,game_speciallwstartrnoshield
special_lw_step_b,game_speciallwstepb
special_lw_step_f,game_speciallwstepf
special_lw_success_l,game_speciallwsuccessl
special_lw_success_r,game_speciallwsuccessr
special_lw_to_air,game_speciallwtoair
special_lw_to_ground,game_speciallwtoground
special_lw_turn,game_speciallwturn
special_lw_w,game_specialairlwrisew
special_lw_walk,game_speciallwwalk
special_lw_wall,game_speciallwwall
special_lw_wall_end,game_speciallwwallend
special_lw_water,game_speciallw2
special_lw1,game_speciallw1
special_lw1_end,game_speciallw1end
special_lw1_end_l,game_speciallw1end
special_lw1_hit,game_speciallw1hit
special_lw1_hit_l,game_speciallw1hit
special_lw1_landing,game_speciallw1landing
special_lw1_loop,game_speciallw1loop
special_lw1_loop_l,game_speciallw1loop
special_lw1_start,game_speciallw1start
special_lw1_start_l,game_speciallw1start
special_lw10,game_speciallw10
special_lw10_end,game_speciallw10end
special_lw10_start,game_speciallw10start
special_lw11,game_speciallw11
special_lw12,game_speciallw12
special_lw13,game_speciallw13
special_lw14,game_speciallw14
special_lw15,game_speciallw15
special_lw15_common,game_speciallw15common
special_lw15_negative,game_speciallw15negative
special_lw15_negative2,game_speciallw15negative2
special_lw15_negative3,game_
special_lw15_positive,game_speciallw15positive
special_lw16_end,game_speciallw16end
special_lw16_hi,game_speciallw16hi
special_lw16_lw,game_speciallw16lw
special_lw16_start,game_speciallw16start
special_lw17,game_speciallw17
special_lw18,game_speciallw18
special_lw19,game_speciallw19
special_lw2,game_speciallw2
special_lw2_kick_landing,game_speciallw2kicklanding
special_lw2_landing,game_speciallw2landing
special_lw2_start,game_speciallw2start
special_lw20,game_speciallw20
special_lw21,game_speciallw21
special_lw3,game_speciallw3
special_lw3_catch,game_speciallw3catch
special_lw3_end,game_speciallw3end
special_lw3_end_air,game_speciallw3endair
special_lw3_hit,game_speciallw3hit
special_lw3_hold,game_speciallw3hold
special_lw3_start,game_speciallw3start
special_lw3_throw,game_speciallw3throw
special_lw4,game_speciallw4
special_lw5,game_speciallw5
special_lw6,game_speciallw6
special_lw7,game_speciallw7
special_lw8,game_speciallw8
special_lw9,game_speciallw9
special_n,game_specialnfire
special_n,game_specialn
special_n,game_specialn1
special_n_1,game_specialn1
special_n_2,game_specialn2
special_n_3,game_specialn3
special_n_barrage_landing,game_specialnrandomlanding
special_n_barrage_lw_landing,game_specialndownlanding
special_n_bite,game_specialnbite
special_n_bite_end,game_specialnbiteend
special_n_bite_start,game_specialnbitestart
special_n_blank,game_specialnblank
special_n_blow,game_specialnblow
special_n_bomb,game_specialnbomb
special_n_buster,game_specialnbuster
special_n_c,game_specialncancel
special_n_cancel,game_specialncancel
special_n_charge,game_specialncharge
special_n_charge_f,game_specialnchargef
special_n_charge_h,game_specialnchargeh
special_n_charge_start,game_specialnchargestart
special_n_close,game_specialnclose
special_n_danger,game_specialndanger
special_n_dash,game_specialndash
special_n_dash_turn,game_specialndashturn
special_n_drink,game_specialndrink
special_n_e,game_specialnend
special_n_eat,game_specialneat
special_n_eat_fall,game_specialneatfall
special_n_eat_jump1,game_specialneatjump1
special_n_eat_jump2,game_specialneatjump2
special_n_eat_landing,game_specialneatlanding
special_n_eat_turn,game_specialneatturn
special_n_eat_wait,game_specialneatwait
special_n_eat_walk_fast,game_specialneatwalkfast
special_n_eat_walk_middle,game_specialneatwalkmiddle
special_n_eat_walk_slow,game_specialneatwalkslow
special_n_empty,game_specialn
special_n_empty,game_specialnempty
special_n_end,game_specialnend
special_n_end_1,game_specialnend1
special_n_end_2,game_specialnend2
special_n_end_f,game_specialnendf
special_n_end_h,game_specialnendh
special_n_end_hi,game_specialnendhi
special_n_end_lw,game_specialnendlw
special_n_end_max,game_specialnendmax
special_n_end_max_hi,game_specialnendmaxhi
special_n_end_max_lw,game_specialnendmaxlw
special_n_end_mdl,game_specialnendmdl
special_n_end_r,game_specialnendr
special_n_end2,game_specialnend2
special_n_end3,game_specialnend3
special_n_escape_b,game_specialnescapeb
special_n_escape_f,game_specialnescapef
special_n_f,game_specialnfire
special_n_f_max,game_specialnfiremax
special_n_failure,game_specialnfailure
special_n_fire,game_specialnfire
special_n_fire_d,game_specialnfired
special_n_fire_f,game_specialnfiref
special_n_fire_h,game_specialnfireh
special_n_fire_hi,game_specialnfirehi
special_n_fire_n,game_specialnfiren
special_n_fire_s,game_specialnfires
special_n_fire_u,game_specialnfireu
special_n_food,game_specialnfood
special_n_h,game_specialnhold
special_n_hand,game_specialnhand
special_n_hi_to_s,game_specialnhitos
special_n_hit,game_specialnhit
special_n_hold,game_specialnhold
special_n_hold_hi,game_specialnholdhi
special_n_hold_max,game_specialnholdmax
special_n_hold_s,game_specialnholds
special_n_homing,game_specialnhoming
special_n_homing_start,game_specialnhomingstart
special_n_jump,game_specialnjump
special_n_jump_landing,game_specialnjumplanding
special_n_landing,game_specialnlanding
special_n_large,game_specialnlarge
special_n_lb,game_specialn_lb
special_n_legs_jump_squat,game_shootlegsjumpsquat
special_n_legs_landing,game_shootlegslanding
special_n_legs_walk_b,game_itemlegswalkb
special_n_legs_walk_f,game_itemlegswalkf
special_n_loop,game_specialnloop
special_n_loop_f,game_specialnloopf
special_n_loop_h,game_specialnlooph
special_n_max,game_specialnmax
special_n_max_dash,game_specialnmaxdash
special_n_max_dash_end,game_specialnmaxdashend
special_n_max_dash_turn,game_specialnmaxdashturn
special_n_max_face,game_
special_n_max_shot,game_specialnmaxshot
special_n_open,game_specialnopen
special_n_open_wait,game_specialnopenwait
special_n_rebound,game_specialnrebound
special_n_return,game_specialnreturn
special_n_s,game_specialnstart
special_n_s_to_hi,game_specialnstohi
special_n_s_to_s,game_specialnstos
special_n_shield,game_specialnshield
special_n_shoot,game_specialnshoot
special_n_shoot_b,game_specialnshootb
special_n_shoot_end,game_specialnend
special_n_shoot_f,game_specialnshootf
special_n_shoot_fall,game_specialnfall
special_n_shoot_fire,game_specialnfire2
special_n_shoot_h,game_specialnshooth
special_n_shoot_jump,game_specialnjump
special_n_shoot_jump_aerial_f1,game_specialnjumpaerialf1
special_n_shoot_max,game_specialnshootmax
special_n_shoot_start,game_specialnstart
special_n_shoot_thunder,game_specialnshoot
special_n_shoot_turn,game_specialnturn
special_n_shoot_upper_fire,game_specialnupperfire
special_n_shoot_upper_wait,0x166661bd32
special_n_shoot_wait,game_specialnwait
special_n_shot,game_specialnshot
special_n_shot_object_spit,game_specialnshotobjectspit
